"typeID";"groupID";"typeName";"description";"graphicID";"radius";"mass";"volume";"capacity";"portionSize";"raceID";"basePrice";"published";"marketGroupID";"chanceOfDuplicating"
"16.588";"337";"Jaques Klemont";"A secret agent working for the Gallente Federation - flies a Caldari ship due to his undercover job as a pilot within the Caldari Navy. Threat level: Extraordinary";"2.382";"363,00";"12.500.000,00";"120.000,00";"250,00";"1";"8";"0,00";"true";"";"0,07"
"16.590";"337";"Tobi Lafonte";"A secret agent working for the Gallente Federation - flies a Caldari ship due to his undercover job as a pilot within the Caldari Navy. Threat level: Deadly";"1.785";"199,86";"10.100.000,00";"101.000,00";"250,00";"1";"8";"0,00";"true";"";"0,07"
"16.591";"257";"Heavy Assault Ships";"Skill for operation of the Heavy Assault class cruisers. Can not be trained on Trial Accounts.";"33";"0,00";"0,00";"0,01";"0,00";"1";"";"32.000.000,00";"true";"377";"0,00"
"16.592";"417";"Ultra Fast Mobile Missile Sentry";"";"2.379";"366,00";"1.000.000,00";"1.150,00";"5.000,00";"1";"";"0,00";"true";"";"0,00"
"16.593";"314";"Angel Cartel Prisoners";"Transporting prisoners is a task that requires trust and loyalty to the empire's legislative arm, but it is one of the least sought-after jobs in the known universe.";"2.545";"0,00";"400,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"16.594";"274";"Procurement";"Proficiency at placing remote buy orders on the market.  Level 1 allows for the placement of orders within the  same solar system, Level 2 extends that range to systems within 5 jumps, and each subsequent level then doubles it.  Level 5 allows for placement of remote buy orders anywhere within current region.  

Note: placing buy orders and directly buying an item are not the same thing.  Direct remote purchase requires no skill.";"33";"0,00";"0,00";"0,01";"0,00";"1";"";"1.500.000,00";"true";"378";"0,00"
"16.595";"274";"Daytrading";"Allows for remote modification of buy and sell orders.  Each level of skill increases the range at which orders may be modified. Level 1 allows for modification of orders within the same solar system, Level 2 extends that range to systems within 5 jumps, and each subsequent level then doubles it. Level 5 allows for market order modification anywhere within current region.";"33";"0,00";"0,00";"0,01";"0,00";"1";"";"12.500.000,00";"true";"378";"0,00"
"16.596";"274";"Wholesale";"Ability to organize and manage large-scale market operations.  Each level raises the limit of active orders by 16.";"33";"0,00";"0,00";"0,01";"0,00";"1";"";"35.000.000,00";"true";"378";"0,00"
"16.597";"274";"Margin Trading";"Ability to make potentially risky investments work in your favor.  Each level of skill reduces the percentage of ISK placed in market escrow when entering buy orders. Starting with an escrow percentage of 100% at Level 1, each skill level cumulatively reduces the percentage by 25%.";"33";"0,00";"0,00";"0,01";"0,00";"1";"";"20.000.000,00";"true";"378";"0,00"
"16.598";"274";"Marketing";"Skill at selling items remotely. Each level increases the range from the seller to the item being sold. Level 1 allows for the sale of items within the same solar system, Level 2 extends that range to systems within 5 jumps, and each subsequent level then doubles it. Level 5 allows for sale of items located anywhere within current region.";"33";"0,00";"0,00";"0,01";"0,00";"1";"";"3.500.000,00";"true";"378";"0,00"
"16.599";"43";"Brokara's Modified Cap Recharger";"Increases the capacitor recharge rate.";"1.032";"0,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"";"0,06"
"16.601";"43";"Selynne's Modified Cap Recharger";"Increases the capacitor recharge rate.";"1.032";"0,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"";"0,06"
"16.603";"43";"Vizan's Modified Cap Recharger";"Increases the capacitor recharge rate.";"1.032";"0,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"";"0,06"
"16.605";"43";"Chelm's Modified Cap Recharger";"Increases the capacitor recharge rate.";"1.032";"0,00";"1,00";"5,00";"0,00";"1";"";"0,00";"true";"";"0,06"
"16.607";"337";"Horak Mane";"This is a fighter for the Arch Angels. It is protecting the assets of Arch Angels and may attack anyone it perceives as a threat or easy pickings. Threat level: Moderate";"341";"36,00";"1.740.000,00";"17.400,00";"220,00";"1";"";"0,00";"true";"";"0,00"
"16.608";"337";"Lori Tzen";"This is a fighter for the Arch Angels. It is protecting the assets of Arch Angels and may attack anyone it perceives as a threat or easy pickings. Threat level: Very high";"338";"50,00";"1.645.000,00";"16.450,00";"120,00";"1";"1";"0,00";"true";"";"0,07"
"16.609";"337";"Jabar Kurr";"This is a fighter for the Arch Angels. It is protecting the assets of Arch Angels and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly";"337";"187,00";"10.900.000,00";"109.000,00";"120,00";"1";"2";"0,00";"true";"";"0,07"
"16.610";"337";"Xulan Anieu";"This is a leader within the Angel Cartel, and the youngest brother of Ballet Anieu of Dominations. Threat level: Significant";"343";"28,00";"1.766.000,00";"17.660,00";"120,00";"1";"8";"0,00";"true";"";"0,07"
"16.611";"337";"Tehmi Anieu";"This is a leader within the Angel Cartel.  Is best known for being the Sibling of Ballet Anieu, COO of Dominations. Threat level: Deadly";"337";"187,00";"10.900.000,00";"109.000,00";"1.400,00";"1";"8";"0,00";"true";"";"0,00"
"16.612";"337";"Zerone Anieu";"This is a leader within the Angel Cartel.  Zerone Anieu is best known for being the half-brother of Ballet Anieu, COO of Dominations. Threat level: Deadly";"337";"187,00";"10.900.000,00";"109.000,00";"120,00";"1";"8";"0,00";"true";"";"0,07"
"16.613";"337";"Korien Anieu";"This is a leader within the Angel Cartel.  Korien Anieu is best known for being the oldest sibling of Ballet Anieu, COO of Dominations.  Korien Anieu was given a Tyrent class battleship from the Cartel after he aquired his current rank within the organization. Threat level: Deadly";"335";"500,00";"19.000.000,00";"19.000.000,00";"120,00";"1";"8";"0,00";"true";"";"0,07"
"16.614";"314";"Message from the Governor";"This message is sealed with the personal emblem of the Governor himself.";"1.192";"0,00";"1,00";"0,10";"0,00";"1";"";"0,00";"true";"";"0,00"
"16.615";"337";"CONCORD Starship";"The CONCORD Starship is solely used for transporting or escorting people of extreme importance within CONCORD patrolled space.  It is built for defense with very light offensive capability.";"1.058";"250,00";"112.903.000,00";"1.080.000,00";"665,00";"1";"";"0,00";"true";"";"0,07"
"16.616";"337";"CONCORD Hyperion";"This is a fighter-ship belonging to the CONCORD Army.  Consider it a threat to anyone that has commited a criminal offense within CONCORD patrolled space.  Only a fool would mess with a CONCORD Star Destroyer.";"1.060";"250,00";"112.903.000,00";"1.080.000,00";"235,00";"1";"";"0,00";"true";"";"0,07"
"16.617";"409";"CONCORD Hyperion Emblem";"Identification tags such as these may prove valuable if handed to the proper organization.";"2.552";"0,00";"0,10";"0,10";"0,00";"1";"";"10.000.000,00";"true";"733";"0,00"
"16.618";"337";"Veri Monnani";"The Chief of Security. Threat level: Significant";"1.049";"38,00";"1.200.000,00";"19.400,00";"160,00";"1";"";"0,00";"true";"";"0,07"
"16.619";"337";"Guemo Kajinn";"The Chief of Security. Threat level: Very high";"1.049";"38,00";"1.200.000,00";"17.400,00";"90,00";"1";"";"0,00";"true";"";"0,07"
"16.620";"337";"Telhia Hurst";"This is a fighter-ship belonging to the CONCORD Army.  Consider it a threat to anyone that has commited a criminal offense within CONCORD patrolled space.";"1.050";"199,86";"10.100.000,00";"101.000,00";"235,00";"1";"";"0,00";"true";"";"0,07"
"16.621";"337";"Hyan Vezzon";"The Chief of Security.";"1.060";"250,00";"112.903.000,00";"1.080.000,00";"235,00";"1";"";"0,00";"true";"";"0,07"
"16.622";"274";"Accounting";"Proficiency at squaring away the odds and ends of business transactions, keeping the check books tight.  Each level of skill reduces transaction tax by 10%.";"33";"0,00";"0,00";"0,01";"0,00";"1";"";"5.000.000,00";"true";"378";"0,00"
"16.623";"314";"The Chief of Security";"The Chief of Security.";"1.204";"0,00";"90,00";"0,10";"0,00";"1";"";"0,00";"true";"";"0,00"
"16.626";"337";"Militia Guardian";"A local militia cruiser.  Threat level: Deadly";"339";"43,60";"1.200.000,00";"109.000,00";"120,00";"1";"";"0,00";"true";"";"0,07"
"16.627";"337";"Militia Protector";"A local militia frigate.  Threat level: Very high";"339";"43,60";"1.200.000,00";"16.450,00";"120,00";"1";"";"0,00";"true";"";"0,07"
"16.628";"337";"Militia Leader";"Militia Leader.  Threat level: Very high";"338";"50,00";"1.645.000,00";"16.450,00";"120,00";"1";"";"0,00";"true";"";"0,07"
"16.630";"314";"The Militia Leader";"This is the leader of the militia forces.";"2.536";"0,00";"60,00";"0,10";"0,00";"1";"";"0,00";"true";"";"0,00"
"16.631";"426";"Small Artillery Battery";"Fires a barrage of medium projectiles at those the Control Tower deems its enemies.  Effective at long-range bombardment and can do some damage, but lacks the speed to track the fastest targets.";"1.216";"400,00";"1.000.000,00";"500,00";"50,00";"1";"";"500.000,00";"true";"594";"0,00"
"16.632";"426";"Ultra Fast Artillery Battery";"";"2.753";"400,00";"1.000.000,00";"1.150,00";"5.000,00";"1";"";"0,00";"true";"";"0,00"
"16.633";"427";"Hydrocarbons";"Raw fossil fuels such as petroleum and mineral oil.  Hydrocarbons are crucial building blocks in the production of organic chemicals, plastics and waxes, and are thus one of the most useful materials harvestable from any source.";"2.669";"0,00";"0,00";"0,20";"1,00";"1";"";"2,00";"true";"501";"0,00"
"16.634";"427";"Atmospheric Gases";"Nitrogen, oxygen, neon, helium, xenon, methane, nitrous oxide, ozone -- a host of trapped vapours that can be used to catalyze numerous chemical processes.";"2.668";"0,00";"0,00";"0,20";"1,00";"1";"";"2,00";"true";"501";"0,00"
"16.635";"427";"Evaporite Deposits";"Deposits formed by the precipitation of mineral-rich water.  Usable for many purposes, mostly as building-block components for more complex materials.";"2.667";"0,00";"0,00";"0,20";"1,00";"1";"";"2,00";"true";"501";"0,00"
"16.636";"427";"Silicates";"Various types of silicon- and oxygen-based rock formations.";"2.670";"0,00";"0,00";"0,20";"1,00";"1";"";"2,00";"true";"501";"0,00"
"16.637";"427";"Tungsten";"One of the hardest metals in existence.  Able to form extremely durable alloys with various other elements, and very useful in a number of deep-space scenarios.";"2.580";"0,00";"7.720,00";"0,40";"1,00";"1";"";"8,00";"true";"501";"0,00"
"16.638";"427";"Titanium";"An extremely fatigue-resistant yet light-weight metallic element, useful as a refractory metal and employable in a wide variety of potential scenarios.  One of the primary building blocks of a whole host of materials.";"2.582";"0,00";"1.800,00";"0,40";"1,00";"1";"";"8,00";"true";"501";"0,00"
"16.639";"427";"Scandium";"A transition element harnessed from rare minerals, Scandium commonly sees use as a component of high-intensity light fixtures for deep-space environments, as well as being a strong building block in many deep-space structures and spacecraft due to its extremely high melting point.";"2.577";"0,00";"1.196,00";"0,40";"1,00";"1";"";"8,00";"true";"501";"0,00"
"16.640";"427";"Cobalt";"A silvery ferromagnetic element, used among other things in superalloys, magnetics, battery electrodes, and various metals and steels.";"2.570";"0,00";"3.544,00";"0,40";"1,00";"1";"";"8,00";"true";"501";"0,00"
"16.641";"427";"Chromium";"A steel-gray, lustrous metal with a wide variety of applications.  Commonly used as a catalyst for chemical processes.";"2.569";"0,00";"4.290,00";"0,60";"1,00";"1";"";"16,00";"true";"501";"0,00"
"16.642";"427";"Vanadium";"A soft, white metal with a wide-ranging arsenal of applications both nuclear and structural.  Also a versatile catalyst in compound form.";"2.581";"0,00";"6.000,00";"1,00";"1,00";"1";"";"16,00";"true";"501";"0,00"
"16.643";"427";"Cadmium";"A soft, malleable metal often occuring with zinc ores.  Has a wide variety of applications; used in electroplating, superconductors, and as an alloy in various types of structure and equipment.";"2.567";"0,00";"3.476,00";"0,40";"1,00";"1";"";"16,00";"true";"501";"0,00"
"16.644";"427";"Platinum";"A corrosion-resistant precious metal with an extremely wide range of applications.  Often used as a chemical catalyst.";"2.575";"0,00";"21.460,00";"1,00";"1,00";"1";"";"16,00";"true";"501";"0,00"
"16.646";"427";"Mercury";"Also known as quicksilver, mercury is a silvery liquid metal whose primary characteristic is the ease with which it forms amalgamatic alloys with other metals.  It is therefore extremely useful as a base-block component.";"2.573";"0,00";"10.826,00";"0,80";"1,00";"1";"";"64,00";"true";"501";"0,00"
"16.647";"427";"Caesium";"A golden Alkali metal used primarily in propulsion systems.  Also performs a variety of catalytic functions in the nuclear and photoelectric arenas.";"2.568";"0,00";"1.544,00";"0,80";"1,00";"1";"";"64,00";"true";"501";"0,00"
"16.648";"427";"Hafnium";"A silvery, corrosion-resistant metal used in various metal alloys and, to a lesser extent, in hybrid weapons systems.";"2.572";"0,00";"10.640,00";"0,80";"1,00";"1";"";"64,00";"true";"501";"0,00"
"16.649";"427";"Technetium";"A silvery metal, primarily used as a corrosion inhibitor and a superconductor.";"2.578";"0,00";"8.800,00";"0,80";"1,00";"1";"";"64,00";"true";"501";"0,00"
"16.650";"427";"Dysprosium";"A relatively rare soft metal, easily dissolvable in mineral acids.  Used primarily in the production of laser materials.";"2.571";"0,00";"8.550,00";"1,00";"1,00";"1";"";"256,00";"true";"501";"0,00"
"16.651";"427";"Neodymium";"A rare, silvery metal.  Due to its atmospheric reactiveness, Neodymium is used primarily for light-refractive purposes and as a colorant for other materials.";"2.574";"0,00";"7.010,00";"1,00";"1,00";"1";"";"256,00";"true";"501";"0,00"
"16.652";"427";"Promethium";"An extremely radioactive luminsescent metal, sometimes used as a heating component and a building block for laser generators.";"2.576";"0,00";"7.260,00";"1,00";"1,00";"1";"";"256,00";"true";"501";"0,00"
"16.653";"427";"Thulium";"A soft, rare, silvery-gray metal.  Used in the creation of lasers, in addition to possessing a range of radiation-related production applications.";"2.579";"0,00";"9.320,00";"1,00";"1,00";"1";"";"256,00";"true";"501";"0,00"
"16.654";"428";"Titanium Chromide";"Titanium Chromide is in high demand among technicians and manufacturers for its unique combination of strength, light weight and catalytic potential.";"2.664";"0,00";"0,00";"1,00";"0,00";"1";"";"40,00";"true";"500";"0,00"
